listing_id,artist,title,label,catalog_number,year,format,format_details,media_condition,sleeve_condition,price,status,ships_from,comments
3747983845,Ultravox,Lament,Chrysalis,UV 2,1984,"7"", Single, Ltd, Cle",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 3.18,For Sale,United Kingdom,VG++ SLEEVE (EDGE WEAR ONLY).
3747983851,Ultravox,Reap The Wild Wind,Chrysalis,CHS 2639,1982,"7"", Blu",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.85,For Sale,United Kingdom,VG++ SLEEVE (SPINDLE WEAR ONLY)
3747983800,Typically Tropical,Barbados,Gull,GULS.14,1975,"7"", Single",,Near Mint (NM or M-),Generic,GBP 2.49,For Sale,United Kingdom,GLOSSY VINYL - CLEAN LABELS - PLAIN SLEEVE - SUPERB !
3747983809,U2,Pride (In The Name Of Love),Island Records,IS 202,1984,"7"", Single",,Very Good Plus (VG+),Generic,GBP 2.27,For Sale,United Kingdom,CLEAN LABELS - COMPANY SLEEVE. 
3747983848,Ultravox,Rage In Eden,Chrysalis,CDL 1338,1981,"LP, Album",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 3.77,For Sale,United Kingdom,VG+ INNER. 32 STAMPER MATCH.
3747983824,UB40,The Earth Dies Screaming / Dream A Lie,Graduate Records,GRAD 10,1980,"7"", Single",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 1.46,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT. NM B SIDE.
3747983875,The Undertones,Wednesday Week,Sire,SIR 4042,1980,"7"", Single",,Very Good Plus (VG+),No Cover,GBP 7.38,For Sale,United Kingdom,SIDE ONE IS NM. SIDE TWO IS VG++.  CLEAN LABELS. PLAIN SLEEVE. RARE MADE FOR JUKEBOX PRESSING.
3747983806,U2,New Year's Day,Island Records,WIP 6848,1983,"7"", Single, 4-p",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 3.68,For Sale,United Kingdom,SIDE ONE IS VG++ SIDE TWO IS NM. THE SLEEVE IS UNCREASED (SPINDLE WEAR ONLY)
3747983830,UB40 Guest Vocals By Chrissie Hynde,I Got You Babe,DEP International,DEP 20,1985,"7"", Single, EMI",,Very Good (VG),No Cover,GBP 0.75,For Sale,United Kingdom,CENTRE CUT FOR JUKEBOX USE. VISUALLY VG - BUT PLAYS GREAT. 
3747983890,Unknown Artist,Great Hits Made Famous By The Sweet / Slade (Sweet/Slade Hits),Black Tulip,BT5007,1973,"LP, Comp",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 5.69,For Sale,United Kingdom,WORTH OWNING FOR THE WELL FIT DUTCH BIRD ;)  ONLY UK SELLERS OF THIS ONE.
3747983803,Tyrone Brunson,The Smurf,Epic,EPC A3024,1982,"7""",,Very Good Plus (VG+),Generic,GBP 2.27,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT - CLEAN LABELS - COMPANY SLEEVE
3747983869,Ultravox,Vienna,Chrysalis,CHS 2481,1981,"7"", Single, Blu",,Near Mint (NM or M-),Generic,GBP 1.57,For Sale,United Kingdom,BLUE COMPANY SLEEVE.
3747983899,Unknown Artist,Million Seller Hits,Music For Pleasure,MFP 5203,1971,LP,,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.7,For Sale,United Kingdom,LIKE NEW ! SUPERB !
3747983884,Unknown Artist,Chart Busters,Reader's Digest,GCHA-6A,1976,"6xLP, Comp + Box",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 6.69,For Sale,United Kingdom,NM BOX. LIKE NEW !!
3747983935,Father Abraham* And The Smurfs (2),Dippety Day,Decca,F R 13798,1978,"7"", Single",,Very Good Plus (VG+),Generic,GBP 0.63,For Sale,United Kingdom,NM- VINYL. CLEAN LABELS - COMPANY SLEEVE.
3747983989,Various,1959,"Time Life Music, Time Life Music","RRR-E01, 840 200-1",1989,"2xLP, Comp, RM",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 4.45,For Sale,United Kingdom,STILL IN OPENED SHRINK - LOOKS BARELY PLAYED - SUPERB !
3747983917,Unknown Artist,The Third Way,Not On Label,25L - 12,0,"Flexi, 7"", Tra",,Near Mint (NM or M-),Generic,GBP 1.25,For Sale,United Kingdom,Original stamped / stickered paper sleeve.
3747983959,Van Morrison With Cliff Richard,Whenever God Shines His Light,"Polydor, Polydor","VANS 2, 889 960-7",1989,"7"", Single",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.25,For Sale,United Kingdom,FROM A FANTASTIC CLIFF ARCHIVE COLLECTION WE ARE LISTING THIS SPRING (2024). FINAL UPGRADE ARCHIVE COPY.
3747983956,Van Der Graaf Generator,'68 - '71,"Charisma, Charisma","CS 2, CS. 2",1972,"LP, Comp, Pin",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 11.3,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT. VG++ SLEEVE. RARE WHITE CHARISMA HYPE STICKER.
3747983983,Various,15 Heart Breakers,Pickwick StarTrax,SHM 976,1979,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.0,For Sale,United Kingdom,
3747983962,Vanessa Paradis,Joe Le Taxi,"Polydor, Polydor, Fa Productions","865 765-7, POSP 902",1988,"7"", Single, Juk",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.92,For Sale,United Kingdom,LOOKS UNPLAYED !
3747983941,Val Doonican,Memories Are Made Of This,Decca,F.12566,1967,"7"", Single",,Near Mint (NM or M-),Generic,GBP 0.58,For Sale,United Kingdom,GLOSSY VINYL - CLEAN JUKEBOX LABELS - COMPANY SLEEVE - SUPERB COPY !
3747983953,Val Doonican,Walk Tall,Decca,F.11982,1964,"7"", Single",,Very Good Plus (VG+),Generic,GBP 1.13,For Sale,United Kingdom,SIDE ONE IS NM. SIDE TWO IS VG+.  CLEAN LABELS. COMPANY SLEEVE.
3747983968,Vangelis,Chariots Of Fire - Titles,Polydor,POSP 246,1981,"7"", Single, Sil",,Near Mint (NM or M-),Generic,GBP 0.89,For Sale,United Kingdom,GLOSSY VINYL - CLEAN JUKEBOX LABELS - PLAIN PURPLE DIE CUT SLEEVE - SUPERB COPY !
3747983914,Unknown Artist,The Guitar Man / Must Be Madison / Bobby's Girl / Desafinado,Hit Parade Records (2),HPR 4010,0,"7"", EP, Comp",,Near Mint (NM or M-),Generic,GBP 4.91,For Sale,United Kingdom,FIRST COPY ON DISCOGS. GLOSSY VINYL - CLEAN LABELS - COMPANY SLEEVE - SUPERB !
3747983995,Various,1960,"Time Life Music, Time Life Music","RRR-E02, 840 209-1",1989,"2xLP, Comp, RM",,Mint (M),Mint (M),GBP 4.52,For Sale,United Kingdom,STILL SEALED !! VERY RARE LIKE THIS !!
3747983980,Various,"""Dance On"" Youth Club Classics 1961-63","Sequel Records, Sequel Records","NED LP 103, NEXLP 103",1990,"2xLP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 4.91,For Sale,United Kingdom,LOOKS UNPLAYED ! NM- SLEEVE (SOME CORNER RUBBING ONLY)
3747983950,Val Doonican,Walk Tall,Decca,F.11982,0,"7"", Single, RP",,Near Mint (NM or M-),Generic,GBP 1.76,For Sale,United Kingdom,LOOKS UNPLAYED ! CLEAN LABELS - COMPANY SLEEVE.  SUPERB !
3747983974,Vangelis,Heaven And Hell,RCA,RCA LP 3012,0,"LP, Album, RE, Gat",,Very Good (VG),Near Mint (NM or M-),GBP 2.19,For Sale,United Kingdom,BLACK LABEL REISSUE. RCA LP 3012 WHITE STICKER ON THE REAR SLEEVE.
3747983992,Various,1959,"Time Life Music, Time Life Music","RRR-E01, 840 200-1",1989,"2xLP, Comp, RM",,Mint (M),Mint (M),GBP 5.19,For Sale,United Kingdom,STILL SEALED !! VERY RARE LIKE THIS !!
3747983905,Unknown Artist,Puttin' On The Style ,Music For Pleasure,MFP 50073,1973,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.3,For Sale,United Kingdom,
3747983947,Val Doonican,Walk Tall,Decca,F 11982,0,"7"", Single, RP, Box",,Very Good Plus (VG+),Generic,GBP 1.05,For Sale,United Kingdom,EXACT MATCH TO DISCOGS LABELS PHOTOS. CLEAN LABELS. COMPANY SLEEVE.
3747983977,Vanity Fare,Hitchin' A Ride,Old Gold (2),OG 9039,1989,"7"", Single, Mono, Lab",,Very Good Plus (VG+),Generic,GBP 6.35,For Sale,United Kingdom,SIDE ONE IS VG++ SIDE TWO IS NM. CLEAN LABELS. OG SLEEVE. RARE FIRST ONE ON DISCOGS.
3747984001,Various,20 Dynamic Hits,K-Tel,TE 292,1973,"LP, Comp",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 1.8,For Sale,United Kingdom,VG++/VG++
3747983920,Unknown Artist,This Is Country Rock,Music For Pleasure,MFP 5183,1971,LP,,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.19,For Sale,United Kingdom,
3747983944,Val Doonican,Spotlight On Val Doonican,Philips,6612 044,1974,"2xLP, Comp, RE",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.5,For Sale,United Kingdom,
3747983911,Unknown Artist,Smash Hits - Country Style,Music For Pleasure,MFP 1404,1970,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.27,For Sale,United Kingdom,
3747983926,Unknown Artist,Top Of The Pops Vol. 64,Hallmark Records,SHM 998,1978,LP,,Near Mint (NM or M-),Good Plus (G+),GBP 1.76,For Sale,United Kingdom,WOS
3747983923,Unknown Artist,Top Of The Pops Vol. 23,Hallmark Records,SHM 785,1972,"LP, Album",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.94,For Sale,United Kingdom,
3747983965,Vangelis,Beaubourg,"RCA International, RCA International","INTS 5158, NL 25399",1981,"LP, Album, RE",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.94,For Sale,United Kingdom,LOOKS UNPLAYED ! ORIGINAL 2.99 ROUND PRICE STICKER.
3747983938,Val Doonican,I Love Country Music,Philips,9299 261,1974,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.15,For Sale,United Kingdom,
3747983929,Utopia (5),Swing To The Right,"Avatar Record & Screenworks Ltd, Bearsville",AALP/BRK 3666,1982,"LP, Album",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 1.45,For Sale,United Kingdom,THE VINYL HAS SOME MISTING BUT MARKS OR SCRATCHES.
3747983902,Unknown Artist,My Fair Lady A-Go-Go I,Avenue (6),M/AVE 113,1969,"7""",,Very Good Plus (VG+),Generic,GBP 0.63,For Sale,United Kingdom,PLAYS EXCELLENT - CLEAN LABELS -  WITH ITS ORIGINAL COMPANY SLEEVE 
3747983932,Father Abraham*,The Smurf Song,Decca,F R 13759,1978,"7"", Single",,Near Mint (NM or M-),Generic,GBP 0.53,For Sale,United Kingdom,LOOKS UNPLAYED !  COMPANY SLEEVE.
3747983998,Various,20 All Time Junior Hits,Music For Pleasure,MFP 50488,1980,"LP, Comp, Mono",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 5.74,For Sale,United Kingdom,TOP COPY FROM YOUR 100% TRUSTED UK VETERAN DISCOGS SELLER.
3747983986,Various,16 Number One Country Hits,"CBS, Embassy",S 31456,1977,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.3,For Sale,United Kingdom,
3747983971,Vangelis,Heaven And Hell,RCA Victor,RS 1025,1975,"LP, Album, Gat",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 3.68,For Sale,United Kingdom,Matrix / Runout (Side 1): RS 1025 A-1 E AND IT WAS Matrix / Runout (Side 2): RS 1025 B-1 E A U. OUTER GATEFOLD IS NM. INNER HAS SOME LIGHT FOXING.
3747983908,Unknown Artist,Salute To Glen Miller,Avenue (6),AVE 108,1968,"7"", EP",,Near Mint (NM or M-),Generic,GBP 0.89,For Sale,United Kingdom,CLEAN LABELS - GLOSSY VINYL - ORIGINAL COMPANY SLEEVE - RARE ISSUE - ONLY ONE ON DISCOGS
3747984019,Various,20 Golden Vocal Chartbusters,Music For Pleasure,MFP 5567,1973,"LP, Comp",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 2.67,For Sale,United Kingdom,VG++/VG++
3747984034,Various,20 Originals From The Country And Western Hall Of Fame,Pickwick Records,PLE 7006,0,"LP, Comp, Ltd, M/Print",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.19,For Sale,United Kingdom,
3747984025,Various,20 Great Oldies - I'll Always Remember Vol. 9,"ARC Records, ARC Records","009-80, ARC VOL 9",1982,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 4.91,For Sale,United Kingdom,ONLY UK SELLERS
3747984031,Various,20 Number 1's,"Arcade Records (3), Arcade Records (3)","ADE P 8, ADEP 8",0,"LP, Comp, Mono, RM, Blu",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 5.31,For Sale,United Kingdom,LOOKS BARELY PLAYED - IF AT ALL.  BEST ON DISCOGS.
3747984043,Various,60's Volume 3,Old Gold (2),OG 1006,1985,"LP, Comp, Mono",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 4.91,For Sale,United Kingdom,BEST ON DISCOGS.
3747984091,Various,Big Bands' Greatest Hits,CBS,S 66268,1970,"2xLP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.15,For Sale,United Kingdom,
3747984052,Various,98.7 Kiss FM Presents Shep Pettibone's Mastermixes (Special R.E.M.I.X.E.S.),Rams Horn Records,RAMSH 2-6003,1982,"2xLP, Album, Comp",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 7.38,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT. ONLY UK SELLERS.
3747984040,Various,"35th Annual International Convention & Competition, November 3-7, 1981",Shelex Records,SHX-81-48,1981,2xLP,,Mint (M),Mint (M),GBP 2.94,For Sale,United Kingdom,Never played - seal only broken to get artist/track info for listing here.
3747984106,Various,Buster - Original Motion Picture Soundtrack,"Virgin, Virgin, Virgin Movie Music","V2544, V 2544",1988,"LP, Comp",,Near Mint (NM or M-),No Cover,GBP 2.85,For Sale,United Kingdom,UPGRADE A TIRED COPY.
3747984076,Various,BBC Presents The Best Of... Show Of The Week Vol. 1,"Super Beeb Records, Super Beeb Records","BELP 002, BELP002",1975,"LP, Comp",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 2.67,For Sale,United Kingdom,ONE LIGHT MARK ONLY. 
3747984049,Various,75 Million Sellers,Innovative Music Productions,IMP 75,1975,"4xLP, Comp + Box",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.17,For Sale,United Kingdom,LIKE NEW ! SUPERB ! EASILY THE BEST ON DISCOGS.
3747984094,Various,Black Magic,Stylus Music,SMR 619,1986,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.0,For Sale,United Kingdom,NM- VINYL. ONE LIGHT faint MARK ONLY.
3747984079,Various,Benidorm 1981,Olympo,OL-92,1981,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.36,For Sale,United Kingdom,
3747984115,Various,Chart Hits 81 Volume 1,K-Tel,NE 1142,1981,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.85,For Sale,United Kingdom,
3747984022,Various,20 Great Oldies - I'll Always Remember Vol. 12,ARC Records,012-80,1982,"LP, Comp",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 3.49,For Sale,United Kingdom,NM- VINYL. ONE LIGHT MARK ONLY.  ONLY UK SELLERS.
3747984028,Various,20 Great Oldies I'll Always Remember Vol. 5,"ARC Records, ARC Records","005-80, ARC VOL 5",1982,"LP, Comp, Ora",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 2.78,For Sale,United Kingdom,VG++ (PAPER SCUFFS ONLY)
3747984067,Various,Annie (A New Musical),CBS,CBS 70157,1977,"LP, Album, Gat",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 4.18,For Sale,United Kingdom,VG++ SLEEVE.
3747984037,Various,25 Years Of Rock 'N' Roll 1961,Connoisseur Collection,YRNR LP61,1989,"2xLP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.17,For Sale,United Kingdom,A GREAT GIFT FOR SOMEONE WHO IS 1961 VINTAGE :) BEST ON DISCOGS.
3747984073,Various,Backtrack 2,Track Record,2407 002,1970,"LP, Comp, Mono",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 5.27,For Sale,United Kingdom,VG++ VINYL (VERY LIGHT WEAR ONLY).  COVER LOOKS GREAT BUT THERE IS A SMALL SPLIT IN THE SPINE.
3747984118,Various,Chess Golden Decade Sampler,Chess,6830 181,1980,"LP, Smplr",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 7.02,For Sale,United Kingdom,LOOKS UNPLAYED ! SUPERB !
3747984112,Various,Český Folklór,Supraphon,SV 9024,1967,LP,,Very Good Plus (VG+),Very Good Plus (VG+),GBP 1.45,For Sale,United Kingdom,
3747984010,Various,20 Golden Hits Of 1961,Music For Pleasure,MFP 5573,1982,"LP, Comp, Mono",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.27,For Sale,United Kingdom,
3747984013,Various,20 Golden Hits Of 1968,"Music For Pleasure, Music For Pleasure","MFP 4157251, MFP 41 5725 1",1985,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.19,For Sale,United Kingdom,
3747984085,Various,Best Of British Funk,Polydor,2480 659,1982,"LP, Comp",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 6.28,For Sale,United Kingdom,VG++ SLEEVE (SHELF WEAR ONLY)
3747984103,Various,Bumpers,Island Records,IDP 1,1970,"2xLP, Smplr",,Very Good (VG),Very Good Plus (VG+),GBP 7.6,For Sale,United Kingdom,PLAYS WITH AUDIBLE CLICKS THROUGH THE NICK DRAKE SONG. PEN NAME ON THE REAR. VG++ SLEEVE HAS THE HYPE STICKER.
3747984061,Various,All The Great Motown Love Song Duets,Tamla Motown,WL72367,1985,"LP, Comp",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.9,For Sale,United Kingdom,THE VINYL STILL CLINGS TO THE INNER INDICATING LITTLE OR NO PLAY.  VG++ SLEEVE.
3747984058,Various,After Dark,CBS Special Products,LSP 15246,1982,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.05,For Sale,United Kingdom,
3747984007,Various,20 Golden Hits Of 1960,Music For Pleasure,MFP 50535,1981,"LP, Comp",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.27,For Sale,United Kingdom,LOOKS UNPLAYED ! VG++ SLEEVE. 
3747984070,Various,Archie McCulloch's Party,Philips,6830 152,1973,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.9,For Sale,United Kingdom,
3747984055,Various,A Gift Of Music,Nouveau Music,NML 1067,1984,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.45,For Sale,United Kingdom,
3747984109,Various,California Dreamin' ,K-Tel,NE 1126,1981,"LP, Comp",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 3.49,For Sale,United Kingdom,NON REMOVABLE MAKRO STICKER ON THE REAR SLEEVE. NM- SLEEVE.
3747984046,Various,60s Volume 4,Old Gold (2),OG 1007,1985,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.49,For Sale,United Kingdom,LOOKS UNPLAYED ! SUPERB !
3747984016,Various,20 Golden Number One's,"EMI, EMI","NUT 6, OC 054-06 543",1977,"LP, Comp",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 1.37,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT.
3747984088,Various,Big Band Gold,Effects,EGS/4/5005,1980,"4xLP, Comp + Box",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.77,For Sale,United Kingdom,A LOVELY EXAMPLE FROM YOUR 100% TRUSTED UK SELLER.
3747984082,Various,Best Of British Brass,Warwick Records,WW 5002,0,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.5,For Sale,United Kingdom,
3747984097,Various,Boogie Bus,Polystar (3),9198 174,1979,"LP, Album, Comp, Mixed",,Very Good Plus (VG+),Very Good (VG),GBP 2.19,For Sale,United Kingdom,STICKER SCUFFED SLEEVE. 
3747984124,Various,Children's Classics,Tempo (9),TMP 9013,1979,"LP, Gre",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 7.6,For Sale,United Kingdom,RARER YELLOW VINYL ISSUE.
3747984172,Various,"Don't Walk, Boogie","EMI, EMI","EMTV 13, 0C 062-61 863",1978,"LP, Comp",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 2.85,For Sale,United Kingdom,VG++ SLEEVE. LOOKS UNPLAYED !
3747984223,Various,Golden Hour Of Scottish Favourites,Golden Hour,GH 507,1971,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.27,For Sale,United Kingdom,
3747984220,Various,Golden Goodies - No.2,Roulette,RCP 1001,1968,"LP, Comp, Mono",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 4.26,For Sale,United Kingdom,
3747984127,Various,Christmas With The Stars,Pickwick Records,SHM 3020,1979,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.86,For Sale,United Kingdom,LIKE NEW ! SUPERB !
3747984205,Various,Flash Company: A Celebration Of The First Ten Years Of Fellside Records ,Fellside Recordings,FE050,1986,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 5.36,For Sale,United Kingdom,LOOKS BARELY PLAYED !
3747984187,Various,Emerald Classics,Stoic Records (2),SRTV 1,1988,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.36,For Sale,United Kingdom,
3747984202,Various,First Love,Arcade Records (3),ADE P41,1979,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.27,For Sale,United Kingdom,LOOKS UNPLAYED !
3747984196,Various,Feelings,K-Tel,NE 1006,1977,"LP, Comp, Ltd",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.7,For Sale,United Kingdom,LIKE NEW ! SUPERB !
3747984145,Various,Country Connection,Reader's Digest,GCCN-A-133,1983,"8xLP, Comp + Box",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.76,For Sale,United Kingdom,LIKE NEW !
3747984130,Various,Colors (Original Motion Picture Soundtrack),"Warner Bros. Records, Warner Bros. Records","1-25713, 9 25713-1",1988,"LP, Album, Comp, Tra",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 4.45,For Sale,United Kingdom,CLIPPED EDGE IMPORT (3MM)
3747984148,Various,Country Giants,RCA Camden,CDS 1098,0,"LP, Comp, RE, Hyd",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 1.19,For Sale,United Kingdom,VG++ VINYL
3747984160,Various,Crossover Dreams (Original Motion Picture Soundtrack),"Elektra, Elektra","9 60470-1-E, 60470-1-E",1986,LP,,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.49,For Sale,United Kingdom,COMPLETE WITH ITS RED ELEKTRA PAPER INNER (ONE EDGE HAS SPLIT). SHIPPED IN A NEW WHITE SLEEVE AS WELL. Deletion cut to bottom left of sleeve.
3747984208,Various,Flashback 1966,Contour,6870 667,1974,"LP, Album, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 3.0,For Sale,United Kingdom,LOOKS BARELY PLAYED - IF AT ALL. 
3747984136,Various,Country & Western Greats,Philips,6336 209,1971,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.45,For Sale,United Kingdom,
3747984199,Various,Fingers Off!,"Pushbike Records, Levi's",PBR 0020,1981,"LP, Comp",,Near Mint (NM or M-),Very Good Plus (VG+),GBP 1.85,For Sale,United Kingdom,
3747984214,Various,For Promo Only,Chrysalis,FRIZ 3,1987,"LP, Album, Comp, Promo",,Near Mint (NM or M-),Generic,GBP 2.15,For Sale,United Kingdom,
3747984175,Various,Earfull,Buzz Magazine,BUZZ 3,1979,"2xLP, Comp",,Near Mint (NM or M-),Very Good (VG),GBP 1.5,For Sale,United Kingdom,"FRONT SLEEVE NM, REAR SLEEVE VG (scuffed)"
3747984226,Various,Golden Memories Of The 60s,"Reader's Digest, Reader's Digest","GGOM-A-180, RDS 10451 to RDS 10460",1986,"10xLP, Comp + Box",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 11.43,For Sale,United Kingdom,EX+BOX (LIGHT CORNER SCUFFING ONLY). EX+ BOOKLET. MINT VINYL (ALL LOOK UNPLAYED)
3747984178,Various,Easter Parade,CBS,CBS 70288,0,"LP, Album, RE",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 8.41,For Sale,United Kingdom,COMPLETE WITH INNER/INSERT &amp; UNUSED POSTER.
3747984217,Various,Gigi,CBS,70277,1986,"LP, Album",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.15,For Sale,United Kingdom,NM INNER - NO POSTER
3747984184,Various,Easy Listening,Polydor,2675 002,1970,"2xLP, Comp",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 2.34,For Sale,United Kingdom,
3747984193,Various,Evening in Paris - Delibes & Offenbach Favourites,Reader's Digest,RDS 9179,0,"LP, Album, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.03,For Sale,United Kingdom,LOOKS UNPLAYED !
3747984169,Various,Don't Stop - Doo Wop,Telstar,STAR 2485,1991,"LP, Comp",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 1.9,For Sale,United Kingdom,NM-/NM- . A LOVELY EXAMPLE.
3747984121,Various,Chicago,BBC Records And Tapes,REB 589,1986,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.04,For Sale,United Kingdom,LOOKS UNPLAYED !
3747984142,Various,Country Connection,Reader's Digest,GCCN-A-133,1983,"8xLP, Comp + Box",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.36,For Sale,United Kingdom,
3747984133,Various,Command Performance,Pickwick Records,SHM 912,0,"LP, Comp",,Very Good Plus (VG+),Very Good Plus (VG+),GBP 2.0,For Sale,United Kingdom,LIGHT WEAR ONLY - PLAYS EXCELLENT.
3747984181,Various,Easy Listening,Polydor,2675 002,1970,"2xLP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.91,For Sale,United Kingdom,
3747984139,Various,Country Boy,St Michael,2094/0103,1978,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 2.94,For Sale,United Kingdom,LOOKS UNPLAYED !
3747984154,Various,Country Heroes,Marks & Spencer Ltd.,impd200,1980,"2xLP, Comp, Gat",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.45,For Sale,United Kingdom,
3747984190,Various,Emotions,K-Tel,NE 1035,1978,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.7,For Sale,United Kingdom,WOL
3747984163,Various,Dancin' Party,Music For Pleasure,MFP 50496,1980,"LP, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.72,For Sale,United Kingdom,LOOKS BARELY PLAYED - IF AT ALL. 
3747984157,Various,Country Sunset,Ronco,RTL 2059B,1981,"LP, Album, Comp",,Near Mint (NM or M-),Near Mint (NM or M-),GBP 1.46,For Sale,United Kingdom,
3747984211,Various,Folk Banjo Styles,polydor,236 512,1966,"LP, Album, Mono",,Very Good Plus (VG+),Near Mint (NM or M-),GBP 9.0,For Sale,United Kingdom,ONE LIGHT MARK ONLY. 
